page_id,category,subcategory,gt_rel,html_rel,clean_rel,digital_rel,real_rel,real_chain_label,real_chain_cn,paper_condition,lighting_condition,capture_method,page_info_image_path,page_info_matches_expected
01_academic/01_journal_paper/academic_paper_011_单栏中文会议摘要,01_academic,01_journal_paper,01_academic/01_journal_paper/academic_paper_011_单栏中文会议摘要.json,01_academic/01_journal_paper/academic_paper_011_单栏中文会议摘要.html,01_academic/01_journal_paper/academic_paper_011_单栏中文会议摘要.png,01_academic/01_journal_paper/academic_paper_011_单栏中文会议摘要.png,01_academic/01_journal_paper/academic_paper_011_单栏中文会议摘要__real_phone_flat_normal_top.png,phone_flat_indoor_normal_top,手机拍纸质文档,平整,室内正常光,俯拍,01_academic/01_journal_paper/academic_paper_011_单栏中文会议摘要.png,true
01_academic/01_journal_paper/academic_paper_012_single_column_short_paper,01_academic,01_journal_paper,01_academic/01_journal_paper/academic_paper_012_single_column_short_paper.json,01_academic/01_journal_paper/academic_paper_012_single_column_short_paper.html,01_academic/01_journal_paper/academic_paper_012_single_column_short_paper.png,01_academic/01_journal_paper/academic_paper_012_single_column_short_paper.png,01_academic/01_journal_paper/academic_paper_012_single_column_short_paper__real_phone_flat_normal_top.png,phone_flat_indoor_normal_top,手机拍纸质文档,平整,室内正常光,俯拍,01_academic/01_journal_paper/academic_paper_012_single_column_short_paper.png,true
01_academic/01_journal_paper/academic_paper_013_材料科学双栏论文,01_academic,01_journal_paper,01_academic/01_journal_paper/academic_paper_013_材料科学双栏论文.json,01_academic/01_journal_paper/academic_paper_013_材料科学双栏论文.html,01_academic/01_journal_paper/academic_paper_013_材料科学双栏论文.png,01_academic/01_journal_paper/academic_paper_013_材料科学双栏论文.png,01_academic/01_journal_paper/academic_paper_013_材料科学双栏论文__real_screenshot_compressed.png,screenshot_compressed,截图+转发压缩,无(纯数字),无,无,01_academic/01_journal_paper/academic_paper_013_材料科学双栏论文.png,true
01_academic/01_journal_paper/academic_paper_014_药学双栏论文,01_academic,01_journal_paper,01_academic/01_journal_paper/academic_paper_014_药学双栏论文.json,01_academic/01_journal_paper/academic_paper_014_药学双栏论文.html,01_academic/01_journal_paper/academic_paper_014_药学双栏论文.png,01_academic/01_journal_paper/academic_paper_014_药学双栏论文.png,01_academic/01_journal_paper/academic_paper_014_药学双栏论文__real_phone_flat_normal_top.jpg,phone_flat_indoor_normal_top,手机拍纸质文档,平整,室内正常光,俯拍,01_academic/01_journal_paper/academic_paper_014_药学双栏论文.png,true
01_academic/01_journal_paper/academic_paper_015_earth_science_dual_column,01_academic,01_journal_paper,01_academic/01_journal_paper/academic_paper_015_earth_science_dual_column.json,01_academic/01_journal_paper/academic_paper_015_earth_science_dual_column.html,01_academic/01_journal_paper/academic_paper_015_earth_science_dual_column.png,01_academic/01_journal_paper/academic_paper_015_earth_science_dual_column.png,01_academic/01_journal_paper/academic_paper_015_earth_science_dual_column__real_screenshot_na_na_na.png,screenshot_compressed,截图+转发压缩,无(纯数字),无,无,01_academic/01_journal_paper/academic_paper_015_earth_science_dual_column.png,true
01_academic/01_journal_paper/academic_paper_016_农学双栏论文,01_academic,01_journal_paper,01_academic/01_journal_paper/academic_paper_016_农学双栏论文.json,01_academic/01_journal_paper/academic_paper_016_农学双栏论文.html,01_academic/01_journal_paper/academic_paper_016_农学双栏论文.png,01_academic/01_journal_paper/academic_paper_016_农学双栏论文.png,01_academic/01_journal_paper/academic_paper_016_农学双栏论文__real_screenshot_na_na_na.png,screenshot_compressed,截图+转发压缩,无(纯数字),无,无,01_academic/01_journal_paper/academic_paper_016_农学双栏论文.png,true
01_academic/01_journal_paper/academic_paper_017_数学超密集双栏,01_academic,01_journal_paper,01_academic/01_journal_paper/academic_paper_017_数学超密集双栏.json,01_academic/01_journal_paper/academic_paper_017_数学超密集双栏.html,01_academic/01_journal_paper/academic_paper_017_数学超密集双栏.png,01_academic/01_journal_paper/academic_paper_017_数学超密集双栏.png,01_academic/01_journal_paper/academic_paper_017_数学超密集双栏__real_screen_photography.png,screen_photography,拍屏,无(屏幕显示),屏幕背光+室内光,手机对屏幕,01_academic/01_journal_paper/academic_paper_017_数学超密集双栏.png,true
01_academic/01_journal_paper/academic_paper_018_Cell_基因组学,01_academic,01_journal_paper,01_academic/01_journal_paper/academic_paper_018_Cell_基因组学.json,01_academic/01_journal_paper/academic_paper_018_Cell_基因组学.html,01_academic/01_journal_paper/academic_paper_018_Cell_基因组学.png,01_academic/01_journal_paper/academic_paper_018_Cell_基因组学.png,01_academic/01_journal_paper/academic_paper_018_Cell_基因组学__real_phone_flat_normal_top.png,phone_flat_indoor_normal_top,手机拍纸质文档,平整,室内正常光,俯拍,01_academic/01_journal_paper/academic_paper_018_Cell_基因组学.png,true
01_academic/01_journal_paper/academic_paper_019_Nature_气候科学,01_academic,01_journal_paper,01_academic/01_journal_paper/academic_paper_019_Nature_气候科学.json,01_academic/01_journal_paper/academic_paper_019_Nature_气候科学.html,01_academic/01_journal_paper/academic_paper_019_Nature_气候科学.png,01_academic/01_journal_paper/academic_paper_019_Nature_气候科学.png,01_academic/01_journal_paper/academic_paper_019_Nature_气候科学__real_phone_flat_flash_top.png,phone_flat_flash_top,手机拍纸质文档,平整,闪光灯,俯拍,01_academic/01_journal_paper/academic_paper_019_Nature_气候科学.png,true
01_academic/01_journal_paper/academic_paper_020_自动化学报_控制理论,01_academic,01_journal_paper,01_academic/01_journal_paper/academic_paper_020_自动化学报_控制理论.json,01_academic/01_journal_paper/academic_paper_020_自动化学报_控制理论.html,01_academic/01_journal_paper/academic_paper_020_自动化学报_控制理论.png,01_academic/01_journal_paper/academic_paper_020_自动化学报_控制理论.png,01_academic/01_journal_paper/academic_paper_020_自动化学报_控制理论__real_screenshot_na_na_na.png,screenshot_compressed,截图+转发压缩,无(纯数字),无,无,01_academic/01_journal_paper/academic_paper_020_自动化学报_控制理论.png,true
01_academic/01_journal_paper/academic_paper_021_IEEE_TPAMI,01_academic,01_journal_paper,01_academic/01_journal_paper/academic_paper_021_IEEE_TPAMI.json,01_academic/01_journal_paper/academic_paper_021_IEEE_TPAMI.html,01_academic/01_journal_paper/academic_paper_021_IEEE_TPAMI.png,01_academic/01_journal_paper/academic_paper_021_IEEE_TPAMI.png,01_academic/01_journal_paper/academic_paper_021_IEEE_TPAMI__real_phone_flat_normal_top.png,phone_flat_indoor_normal_top,手机拍纸质文档,平整,室内正常光,俯拍,01_academic/01_journal_paper/academic_paper_021_IEEE_TPAMI.png,true
01_academic/01_journal_paper/academic_paper_022_化学学报_有机合成,01_academic,01_journal_paper,01_academic/01_journal_paper/academic_paper_022_化学学报_有机合成.json,01_academic/01_journal_paper/academic_paper_022_化学学报_有机合成.html,01_academic/01_journal_paper/academic_paper_022_化学学报_有机合成.png,01_academic/01_journal_paper/academic_paper_022_化学学报_有机合成.png,01_academic/01_journal_paper/academic_paper_022_化学学报_有机合成__real_phone_flat_normal_top.png,phone_flat_indoor_normal_top,手机拍纸质文档,平整,室内正常光,俯拍,01_academic/01_journal_paper/academic_paper_022_化学学报_有机合成.png,true
01_academic/01_journal_paper/academic_paper_023_NEJM_临床试验,01_academic,01_journal_paper,01_academic/01_journal_paper/academic_paper_023_NEJM_临床试验.json,01_academic/01_journal_paper/academic_paper_023_NEJM_临床试验.html,01_academic/01_journal_paper/academic_paper_023_NEJM_临床试验.png,01_academic/01_journal_paper/academic_paper_023_NEJM_临床试验.png,01_academic/01_journal_paper/academic_paper_023_NEJM_临床试验__real_screenshot_na_na_na.jpg,screenshot_compressed,截图+转发压缩,无(纯数字),无,无,01_academic/01_journal_paper/academic_paper_023_NEJM_临床试验.png,true
01_academic/01_journal_paper/academic_paper_024_计算机学报_系统架构,01_academic,01_journal_paper,01_academic/01_journal_paper/academic_paper_024_计算机学报_系统架构.json,01_academic/01_journal_paper/academic_paper_024_计算机学报_系统架构.html,01_academic/01_journal_paper/academic_paper_024_计算机学报_系统架构.png,01_academic/01_journal_paper/academic_paper_024_计算机学报_系统架构.png,01_academic/01_journal_paper/academic_paper_024_计算机学报_系统架构__real_screenshot_na_na_na.png,screenshot_compressed,截图+转发压缩,无(纯数字),无,无,01_academic/01_journal_paper/academic_paper_024_计算机学报_系统架构.png,true
01_academic/01_journal_paper/academic_paper_025_Physical_Review_X,01_academic,01_journal_paper,01_academic/01_journal_paper/academic_paper_025_Physical_Review_X.json,01_academic/01_journal_paper/academic_paper_025_Physical_Review_X.html,01_academic/01_journal_paper/academic_paper_025_Physical_Review_X.png,01_academic/01_journal_paper/academic_paper_025_Physical_Review_X.png,01_academic/01_journal_paper/academic_paper_025_Physical_Review_X__real_phone_flat_normal_top.jpg,phone_flat_indoor_normal_top,手机拍纸质文档,平整,室内正常光,俯拍,01_academic/01_journal_paper/academic_paper_025_Physical_Review_X.png,true
01_academic/01_journal_paper/academic_paper_026_经济研究_面板数据,01_academic,01_journal_paper,01_academic/01_journal_paper/academic_paper_026_经济研究_面板数据.json,01_academic/01_journal_paper/academic_paper_026_经济研究_面板数据.html,01_academic/01_journal_paper/academic_paper_026_经济研究_面板数据.png,01_academic/01_journal_paper/academic_paper_026_经济研究_面板数据.png,01_academic/01_journal_paper/academic_paper_026_经济研究_面板数据__real_screenshot_compressed.png,screenshot_compressed,截图+转发压缩,无(纯数字),无,无,01_academic/01_journal_paper/academic_paper_026_经济研究_面板数据.png,true
01_academic/01_journal_paper/academic_paper_027_Science_Robotics_Soft_Hand,01_academic,01_journal_paper,01_academic/01_journal_paper/academic_paper_027_Science_Robotics_Soft_Hand.json,01_academic/01_journal_paper/academic_paper_027_Science_Robotics_Soft_Hand.html,01_academic/01_journal_paper/academic_paper_027_Science_Robotics_Soft_Hand.png,01_academic/01_journal_paper/academic_paper_027_Science_Robotics_Soft_Hand.png,01_academic/01_journal_paper/academic_paper_027_Science_Robotics_Soft_Hand__real_phone_flat_normal_top.png,phone_flat_indoor_normal_top,手机拍纸质文档,平整,室内正常光,俯拍,01_academic/01_journal_paper/academic_paper_027_Science_Robotics_Soft_Hand.png,true
01_academic/01_journal_paper/academic_paper_028_力学学报_增材点阵,01_academic,01_journal_paper,01_academic/01_journal_paper/academic_paper_028_力学学报_增材点阵.json,01_academic/01_journal_paper/academic_paper_028_力学学报_增材点阵.html,01_academic/01_journal_paper/academic_paper_028_力学学报_增材点阵.png,01_academic/01_journal_paper/academic_paper_028_力学学报_增材点阵.png,01_academic/01_journal_paper/academic_paper_028_力学学报_增材点阵__real_phone_flat_normal_top.png,phone_flat_indoor_normal_top,手机拍纸质文档,平整,室内正常光,俯拍,01_academic/01_journal_paper/academic_paper_028_力学学报_增材点阵.png,true
01_academic/01_journal_paper/academic_paper_029_ACM_SIGMOD,01_academic,01_journal_paper,01_academic/01_journal_paper/academic_paper_029_ACM_SIGMOD.json,01_academic/01_journal_paper/academic_paper_029_ACM_SIGMOD.html,01_academic/01_journal_paper/academic_paper_029_ACM_SIGMOD.png,01_academic/01_journal_paper/academic_paper_029_ACM_SIGMOD.png,01_academic/01_journal_paper/academic_paper_029_ACM_SIGMOD__real_phone_flat_flash_top.png,phone_flat_flash_top,手机拍纸质文档,平整,闪光灯,俯拍,01_academic/01_journal_paper/academic_paper_029_ACM_SIGMOD.png,true
01_academic/01_journal_paper/academic_paper_030_NatMed_多组学临床,01_academic,01_journal_paper,01_academic/01_journal_paper/academic_paper_030_NatMed_多组学临床.json,01_academic/01_journal_paper/academic_paper_030_NatMed_多组学临床.html,01_academic/01_journal_paper/academic_paper_030_NatMed_多组学临床.png,01_academic/01_journal_paper/academic_paper_030_NatMed_多组学临床.png,01_academic/01_journal_paper/academic_paper_030_NatMed_多组学临床__real_screen_na_screen_screen.png,screen_photography,拍屏,无(屏幕显示),屏幕背光+室内光,手机对屏幕,01_academic/01_journal_paper/academic_paper_030_NatMed_多组学临床.png,true
01_academic/02_thesis/thesis_001_硕士论文_深度强化学习,01_academic,02_thesis,01_academic/02_thesis/thesis_001_硕士论文_深度强化学习.json,01_academic/02_thesis/thesis_001_硕士论文_深度强化学习.html,01_academic/02_thesis/thesis_001_硕士论文_深度强化学习.png,01_academic/02_thesis/thesis_001_硕士论文_深度强化学习.png,01_academic/02_thesis/thesis_001_硕士论文_深度强化学习__real_phone_flat_normal_top.png,phone_flat_indoor_normal_top,手机拍纸质文档,平整,室内正常光,俯拍,01_academic/02_thesis/thesis_001_硕士论文_深度强化学习.png,true
01_academic/02_thesis/thesis_002_硕士论文_最优化算法,01_academic,02_thesis,01_academic/02_thesis/thesis_002_硕士论文_最优化算法.json,01_academic/02_thesis/thesis_002_硕士论文_最优化算法.html,01_academic/02_thesis/thesis_002_硕士论文_最优化算法.png,01_academic/02_thesis/thesis_002_硕士论文_最优化算法.png,01_academic/02_thesis/thesis_002_硕士论文_最优化算法__real_screen_na_screen_screen.png,screen_photography,拍屏,无(屏幕显示),屏幕背光+室内光,手机对屏幕,01_academic/02_thesis/thesis_002_硕士论文_最优化算法.png,true
01_academic/02_thesis/thesis_003_博士论文_量子信息,01_academic,02_thesis,01_academic/02_thesis/thesis_003_博士论文_量子信息.json,01_academic/02_thesis/thesis_003_博士论文_量子信息.html,01_academic/02_thesis/thesis_003_博士论文_量子信息.png,01_academic/02_thesis/thesis_003_博士论文_量子信息.png,01_academic/02_thesis/thesis_003_博士论文_量子信息__real_phone_flat_normal_top.png,phone_flat_indoor_normal_top,手机拍纸质文档,平整,室内正常光,俯拍,01_academic/02_thesis/thesis_003_博士论文_量子信息.png,true
01_academic/02_thesis/thesis_004_PhD_Thesis_Statistics,01_academic,02_thesis,01_academic/02_thesis/thesis_004_PhD_Thesis_Statistics.json,01_academic/02_thesis/thesis_004_PhD_Thesis_Statistics.html,01_academic/02_thesis/thesis_004_PhD_Thesis_Statistics.png,01_academic/02_thesis/thesis_004_PhD_Thesis_Statistics.png,01_academic/02_thesis/thesis_004_PhD_Thesis_Statistics__real_phone_flat_flash_top.png,phone_flat_flash_top,手机拍纸质文档,平整,闪光灯,俯拍,01_academic/02_thesis/thesis_004_PhD_Thesis_Statistics.png,true
01_academic/02_thesis/thesis_005_博士论文_计算流体,01_academic,02_thesis,01_academic/02_thesis/thesis_005_博士论文_计算流体.json,01_academic/02_thesis/thesis_005_博士论文_计算流体.html,01_academic/02_thesis/thesis_005_博士论文_计算流体.png,01_academic/02_thesis/thesis_005_博士论文_计算流体.png,01_academic/02_thesis/thesis_005_博士论文_计算流体__real_phone_flat_normal_top.png,phone_flat_indoor_normal_top,手机拍纸质文档,平整,室内正常光,俯拍,01_academic/02_thesis/thesis_005_博士论文_计算流体.png,true
01_academic/02_thesis/thesis_006_博士论文_生物信息,01_academic,02_thesis,01_academic/02_thesis/thesis_006_博士论文_生物信息.json,01_academic/02_thesis/thesis_006_博士论文_生物信息.html,01_academic/02_thesis/thesis_006_博士论文_生物信息.png,01_academic/02_thesis/thesis_006_博士论文_生物信息.png,01_academic/02_thesis/thesis_006_博士论文_生物信息__real_phone_flat_normal_top.png,phone_flat_indoor_normal_top,手机拍纸质文档,平整,室内正常光,俯拍,01_academic/02_thesis/thesis_006_博士论文_生物信息.png,true
01_academic/02_thesis/thesis_007_Master_EE_Communication,01_academic,02_thesis,01_academic/02_thesis/thesis_007_Master_EE_Communication.json,01_academic/02_thesis/thesis_007_Master_EE_Communication.html,01_academic/02_thesis/thesis_007_Master_EE_Communication.png,01_academic/02_thesis/thesis_007_Master_EE_Communication.png,01_academic/02_thesis/thesis_007_Master_EE_Communication__real_phone_flat_normal_top.png,phone_flat_indoor_normal_top,手机拍纸质文档,平整,室内正常光,俯拍,01_academic/02_thesis/thesis_007_Master_EE_Communication.png,true
01_academic/02_thesis/thesis_008_硕士论文_环境工程,01_academic,02_thesis,01_academic/02_thesis/thesis_008_硕士论文_环境工程.json,01_academic/02_thesis/thesis_008_硕士论文_环境工程.html,01_academic/02_thesis/thesis_008_硕士论文_环境工程.png,01_academic/02_thesis/thesis_008_硕士论文_环境工程.png,01_academic/02_thesis/thesis_008_硕士论文_环境工程__real_phone_flat_normal_top.png,phone_flat_indoor_normal_top,手机拍纸质文档,平整,室内正常光,俯拍,01_academic/02_thesis/thesis_008_硕士论文_环境工程.png,true
01_academic/02_thesis/thesis_009_PhD_Economics_Panel,01_academic,02_thesis,01_academic/02_thesis/thesis_009_PhD_Economics_Panel.json,01_academic/02_thesis/thesis_009_PhD_Economics_Panel.html,01_academic/02_thesis/thesis_009_PhD_Economics_Panel.png,01_academic/02_thesis/thesis_009_PhD_Economics_Panel.png,01_academic/02_thesis/thesis_009_PhD_Economics_Panel__real_phone_flat_normal_top.png,phone_flat_indoor_normal_top,手机拍纸质文档,平整,室内正常光,俯拍,01_academic/02_thesis/thesis_009_PhD_Economics_Panel.png,true
01_academic/02_thesis/thesis_010_博士论文_材料科学,01_academic,02_thesis,01_academic/02_thesis/thesis_010_博士论文_材料科学.json,01_academic/02_thesis/thesis_010_博士论文_材料科学.html,01_academic/02_thesis/thesis_010_博士论文_材料科学.png,01_academic/02_thesis/thesis_010_博士论文_材料科学.png,01_academic/02_thesis/thesis_010_博士论文_材料科学__real_phone_flat_normal_top.png,phone_flat_indoor_normal_top,手机拍纸质文档,平整,室内正常光,俯拍,01_academic/02_thesis/thesis_010_博士论文_材料科学.png,true
01_academic/02_thesis/thesis_011_硕士论文_法学_title,01_academic,02_thesis,01_academic/02_thesis/thesis_011_硕士论文_法学_title.json,01_academic/02_thesis/thesis_011_硕士论文_法学_title.html,01_academic/02_thesis/thesis_011_硕士论文_法学_title.png,01_academic/02_thesis/thesis_011_硕士论文_法学_title.png,01_academic/02_thesis/thesis_011_硕士论文_法学_title__real_phone_flat_normal_top.png,phone_flat_indoor_normal_top,手机拍纸质文档,平整,室内正常光,俯拍,01_academic/02_thesis/thesis_011_硕士论文_法学_title.png,true
01_academic/02_thesis/thesis_012_PhD_CompSci_chapter,01_academic,02_thesis,01_academic/02_thesis/thesis_012_PhD_CompSci_chapter.json,01_academic/02_thesis/thesis_012_PhD_CompSci_chapter.html,01_academic/02_thesis/thesis_012_PhD_CompSci_chapter.png,01_academic/02_thesis/thesis_012_PhD_CompSci_chapter.png,01_academic/02_thesis/thesis_012_PhD_CompSci_chapter__real_phone_flat_normal_top.png,phone_flat_indoor_normal_top,手机拍纸质文档,平整,室内正常光,俯拍,01_academic/02_thesis/thesis_012_PhD_CompSci_chapter.png,true
01_academic/02_thesis/thesis_013_博士论文_化学_abstract,01_academic,02_thesis,01_academic/02_thesis/thesis_013_博士论文_化学_abstract.json,01_academic/02_thesis/thesis_013_博士论文_化学_abstract.html,01_academic/02_thesis/thesis_013_博士论文_化学_abstract.png,01_academic/02_thesis/thesis_013_博士论文_化学_abstract.png,01_academic/02_thesis/thesis_013_博士论文_化学_abstract__real_screen_na_screen_screen.png,screen_photography,拍屏,无(屏幕显示),屏幕背光+室内光,手机对屏幕,01_academic/02_thesis/thesis_013_博士论文_化学_abstract.png,true
01_academic/02_thesis/thesis_014_Master_Economics_TOC,01_academic,02_thesis,01_academic/02_thesis/thesis_014_Master_Economics_TOC.json,01_academic/02_thesis/thesis_014_Master_Economics_TOC.html,01_academic/02_thesis/thesis_014_Master_Economics_TOC.png,01_academic/02_thesis/thesis_014_Master_Economics_TOC.png,01_academic/02_thesis/thesis_014_Master_Economics_TOC__real_phone_flat_normal_top.png,phone_flat_indoor_normal_top,手机拍纸质文档,平整,室内正常光,俯拍,01_academic/02_thesis/thesis_014_Master_Economics_TOC.png,true
01_academic/02_thesis/thesis_015_硕士论文_建筑学_chapter,01_academic,02_thesis,01_academic/02_thesis/thesis_015_硕士论文_建筑学_chapter.json,01_academic/02_thesis/thesis_015_硕士论文_建筑学_chapter.html,01_academic/02_thesis/thesis_015_硕士论文_建筑学_chapter.png,01_academic/02_thesis/thesis_015_硕士论文_建筑学_chapter.png,01_academic/02_thesis/thesis_015_硕士论文_建筑学_chapter__real_phone_flat_normal_top.png,phone_flat_indoor_normal_top,手机拍纸质文档,平整,室内正常光,俯拍,01_academic/02_thesis/thesis_015_硕士论文_建筑学_chapter.png,true
01_academic/02_thesis/thesis_016_PhD_Physics_equations,01_academic,02_thesis,01_academic/02_thesis/thesis_016_PhD_Physics_equations.json,01_academic/02_thesis/thesis_016_PhD_Physics_equations.html,01_academic/02_thesis/thesis_016_PhD_Physics_equations.png,01_academic/02_thesis/thesis_016_PhD_Physics_equations.png,01_academic/02_thesis/thesis_016_PhD_Physics_equations__real_screenshot_na_na_na.png,screenshot_compressed,截图+转发压缩,无(纯数字),无,无,01_academic/02_thesis/thesis_016_PhD_Physics_equations.png,true
01_academic/02_thesis/thesis_017_硕士论文_农学_实验,01_academic,02_thesis,01_academic/02_thesis/thesis_017_硕士论文_农学_实验.json,01_academic/02_thesis/thesis_017_硕士论文_农学_实验.html,01_academic/02_thesis/thesis_017_硕士论文_农学_实验.png,01_academic/02_thesis/thesis_017_硕士论文_农学_实验.png,01_academic/02_thesis/thesis_017_硕士论文_农学_实验__real_phone_flat_normal_top.png,phone_flat_indoor_normal_top,手机拍纸质文档,平整,室内正常光,俯拍,01_academic/02_thesis/thesis_017_硕士论文_农学_实验.png,true
